pdf_name,page,code,keyword,context,validated,relevant,confirmed_code,notes
Wien Curriculum.pdf,11.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,ogischer Theorien für die Elementarpädagogik als pädagogische Praxis und als Teildisziplin der Bildungs- und Erziehungswissenschaft in Abgrenzung zu anderen Bezugstheorien (wie z.B. der Soziologie) • Reflexion und Analyse der Erfahrungen am Lernort Praxisorganisation sowie des pädagogischen Handelns unter Anwendung entwicklungstheoretischer Perspektiven. Lernergebnisse • Die Studierenden verfügen über entw,True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,11.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"wicklungspsychologische Theorien zurückgreifen (Bindungstheorie, Psychoanalytische Entwicklungstheorien, Mentalisierungstheorie). • Die Studierenden können diese theoretischen Grundkenntnisse für die Reflexion der eigenen Erfahrungen am Lernort Praxisorganisation heranziehen. • Die Studierenden können entwicklungstheoretische Perspektiven theoretisch fundiert für die Elementarpädagogik als wissenschaftlich",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,12.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"Verdichtung pädagogischer Leitideen und Bildungsprinzipien im Handlungskonzept, Benennung von Bildungs- und Erziehungszielen, Formulierung von Konsequenzen für die Gestaltung pädagogischer Praxis   • Reflexion pädagogischer Handlungskonzepte: Handlungskonzepte als praktische Konstrukte mit Reflexionsbedarf, Handlungskonzepte als Produkte eines gegenwärtigen Erziehungs- bzw. Bildungsdiskurses und Legitimati",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,12.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"on Bildungs- und Erziehungszielen, Formulierung von Konsequenzen für die Gestaltung pädagogischer Praxis   • Reflexion pädagogischer Handlungskonzepte: Handlungskonzepte als praktische Konstrukte mit Reflexionsbedarf, Handlungskonzepte als Produkte eines gegenwärtigen Erziehungs- bzw. Bildungsdiskurses und Legitimation pädagogischen Handeln, kritischer Blick auf Subjektkonstruktionen und  Dogmatismus Lerne",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,12.0,Code 2.7: Professionelle Haltung & Ethik,reflexiv,nstruktionen und  Dogmatismus Lernergebnisse • Studierende sind mit ausgewählten nationalen und internationalen neuen pädagogischen Handlungskonzepten vertraut. • Studierende können sich kritisch und reflexiv mit Grenzen und Möglichkeiten ausgewählter Handlungskonzepte auseinandersetzen.,True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,13.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"• Studierende verfügen über die Fähigkeit, ausgewählte Handlungskonzepte auf Theorie-, Umsetzungs- und Reflexionsebene entlang von literaturgestützten Wissensbeständen zu diskutieren. • Studierende können ausgewählte pädagogische Handlungskonzepte am Lernort Praxisorganisation umsetzen.  Psychodynamische Entwic",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,13.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"re und die Auseinandersetzung mit Fallbeispielen  • Erarbeiten der Bedeutung des emotionalen Erlebens für Entwicklungs- und Bildungsprozesse am Beispiel des Einzelfalls im Rahmen der Fallarbeit/Praxisreflexionen • Exemplarisches Erarbeiten pädagogischer Konsequenzen i.S. des Anstellens von Überlegungen, in welcher Weise – vor dem Hintergrund psychodynamischer Entwicklungstheorien sowie Ergebnissen der Fall",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozioökonomisch,"Sozioökonomische Theorien und rechtlichen Grundlagen der Elementarpädagogik | VO 1 SWS   2 ECTS Inhalt Aspekte der Volkswirtschaft,Sozial- und Bildungspolitik:  • Begriffsklärung Volkswirtschaft, Sozial- und Bildung",True,nein,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozioökonomisch,"Jugendhilfeträgers  • Umfang der Aufsichtspflicht, geltender Sorgfaltsmaßstab und Haftungsfolgen bei Pflichtverletzung Lernergebnisse • Studierende kennen ausgewählte theoretische und konzeptionelle sozioökonomische Grundlagen und können volkswirtschaftliche sowie sozial- und bildungspolitische Entwicklungen mit Blick auf die",True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozial,"Sozioökonomische Theorien und rechtlichen Grundlagen der Elementarpädagogik | VO 1 SWS   2 ECTS Inhalt Aspekte der Volkswirtschaft,Sozial- und Bildungspolitik:  • Begriffsklärung Volkswirtschaft, Sozial- und Bildungspolitik • institutionellen Kinderbetreuung als Dienstleistung, volkswirtschaftlichen Aspekte der institutionellen Kinderb",True,nein,Code 2.1: Diversität & Heterogenität,
