pdf_name,page,code,keyword,context,validated,relevant,confirmed_code,notes
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,sprachlich,"z ist auch die Entwicklung eines persönlichen und situationsangemessenen 
Sprachstils für die  Kommunikation im späteren Bil dungs alltag wesentlich.  
Neben der Genauigkeit und Differenziertheit des sprachlichen Ausdrucks wird hoher Wert auf (berufs)ethische 
Fragen des Sprachgebrauchs gelegt. Eine geschlechtergerechte mündliche und schriftliche Sprache ist relevant 
für Leistungsbe urteilungen. Es werden",True,ja,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,sprachlich,"vermieden. In 
den Lehrveranstaltungen wird auf eine diskriminierungsf reie und gleichberechtigte Umgangs - und Arbeitsweise 
geachtet. Die Wertschätzung gegenüber den Studierenden zeigt sich auch im sprachlichen Umgang mit ihnen.  
 
Die Beurteilung der Studienergebnisse erfolgt kompetenzorientiert.  
Sie folgt operationalisierbar en Kriterien und ist daten - und dokumentengestützt. Durch gängige schriftli",True,nein,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Berufsethos,"stellungen im Kontext von Zielen einer professionellen Ausbildung 
bearbeiten können, ist ein hochschuldidaktisches Prinzip.  
 
Die Lehre ist wertebasiert  
Die Ausbildung einer ethischen Kompetenz (Berufsethos) im Sinne einer R eflexion wissensbasierter 
Entscheidungen und Handlungen auf der Basis universeller ethischer Prinzipien und professionsbezogener Werte 
ist ein integrierender Bestandteil einer pro",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Werte,"rschende Lernen, 
in de m die Lernenden persönliche Fragestellungen im Kontext von Zielen einer professionellen Ausbildung 
bearbeiten können, ist ein hochschuldidaktisches Prinzip.  
 
Die Lehre ist wertebasiert  
Die Ausbildung einer ethischen Kompetenz (Berufsethos) im Sinne einer R eflexion wissensbasierter 
Entscheidungen und Handlungen auf der Basis universeller ethischer Prinzipien und professio",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Werte,"e Ausbildung einer ethischen Kompetenz (Berufsethos) im Sinne einer R eflexion wissensbasierter 
Entscheidungen und Handlungen auf der Basis universeller ethischer Prinzipien und professionsbezogener Werte 
ist ein integrierender Bestandteil einer professionellen Ausbildung, die  durch ein wertebasiertes, kritisch -
reflektierend es Praxishandeln aufgebaut wird.  
 
Das Lehrkonzept ist sprach - und gen",True,ja,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Werte,"rter 
Entscheidungen und Handlungen auf der Basis universeller ethischer Prinzipien und professionsbezogener Werte 
ist ein integrierender Bestandteil einer professionellen Ausbildung, die  durch ein wertebasiertes, kritisch -
reflektierend es Praxishandeln aufgebaut wird.  
 
Das Lehrkonzept ist sprach - und gendersensibel  
Im Sinne der herausragenden Bedeutung der sprachlichen Bil dung für zukünftig",False,,,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Werte,"nden wird 
Faktenwissen, Konzeptwissen, Prozesswissen und metakognitives Wissen zu  den unterschiedlichen 
Qualifikationsbereichen beurteilt. Die Kompetenz der Studierenden, die Inhalte entwickeln, bewerten, analysieren, 
anwenden, verstehen und erinnern (wiedergeben) zu können (vgl. Anderson & Krathwohl 2001), stellt 
entsprechend der form ulierten Kriterien die Basis zur Beurteilung der Leistungen de",True,nein,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Haltung,"12 Grundhaltung, Open -Mindedness, Vertrauensorientierung) , als beruf sbiografische Entwicklungsaufgabe gesehen 
und gefördert.  
 
Die Lehre ist forschungsbasiert.  
Die Studierenden diskutieren aktuelle nationale",True,nein,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,Grundhaltung,"12 Grundhaltung, Open -Mindedness, Vertrauensorientierung) , als beruf sbiografische Entwicklungsaufgabe gesehen 
und gefördert.  
 
Die Lehre ist forschungsbasiert.  
Die Studierenden diskutieren aktuelle nationale",True,nein,Code 2.7: Professionelle Haltung & Ethik,
"Cluster Mitte_OÖ_Linz, Salzburg.pdf",12,Code 2.7: Professionelle Haltung & Ethik,ethisch,"den persönliche Fragestellungen im Kontext von Zielen einer professionellen Ausbildung 
bearbeiten können, ist ein hochschuldidaktisches Prinzip.  
 
Die Lehre ist wertebasiert  
Die Ausbildung einer ethischen Kompetenz (Berufsethos) im Sinne einer R eflexion wissensbasierter 
Entscheidungen und Handlungen auf der Basis universeller ethischer Prinzipien und professionsbezogener Werte 
ist ein integrieren",True,ja,Code 2.7: Professionelle Haltung & Ethik,
